,date,counts,year,month,day,data_quality,max_temp_°c,max_temp_flag,min_temp_°c,min_temp_flag,mean_temp_°c,mean_temp_flag,heat_deg_days_°c,heat_deg_days_flag,cool_deg_days_°c,cool_deg_days_flag,total_rain_mm,total_rain_flag,total_snow_cm,total_snow_flag,total_precip,total_precip_flag,snow_on_grnd_cm,snow_on_grnd_flag,dir_of_max_gust_10s_deg,dir_of_max_gust_flag,spd_of_max_gust_km/h,spd_of_max_gust_flag
1170,2017-03-16,0,2017,3,16,,3.0,,-6.8,,-1.9,,19.9,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1171,2017-03-17,2,2017,3,17,,5.3,,-3.8,,0.8,,17.2,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1172,2017-03-18,0,2017,3,18,,3.1,,0.1,,1.6,,16.4,,0.0,,,M,,M,1.5,,,,,M,,M
1173,2017-03-19,1,2017,3,19,,6.4,,0.3,,3.4,,14.6,,0.0,,,M,,M,0.0,,,,,M,,M
1174,2017-03-20,1,2017,3,20,,5.3,,0.8,,3.1,,14.9,,0.0,,,M,,M,0.0,,,,,M,,M
1175,2017-03-21,2,2017,3,21,,13.5,,-2.7,,5.4,,12.6,,0.0,,,M,,M,0.0,,,,,M,,M
1176,2017-03-22,0,2017,3,22,,-1.6,,-8.3,,-5.0,,23.0,,0.0,,,M,,M,0.0,,,,,M,,M
1177,2017-03-23,1,2017,3,23,,2.2,,-6.9,,-2.4,,20.4,,0.0,,,M,,M,0.0,,,,,M,,M
1178,2017-03-24,6,2017,3,24,,12.4,,1.3,,6.9,,11.1,,0.0,,,M,,M,6.7,,0.0,T,,M,,M
1179,2017-03-25,4,2017,3,25,,4.5,,1.7,,3.1,,14.9,,0.0,,,M,,M,7.1,,,,,M,,M
1180,2017-03-26,1,2017,3,26,,6.6,,1.1,,3.9,,14.1,,0.0,,,M,,M,2.4,,,,,M,,M
1181,2017-03-27,6,2017,3,27,,14.7,,6.4,,10.6,,7.4,,0.0,,,M,,M,1.5,,,,,M,,M
1182,2017-03-28,4,2017,3,28,,10.8,,4.1,,7.5,,10.5,,0.0,,,M,,M,0.0,,,,,M,,M
1183,2017-03-29,4,2017,3,29,,9.1,,3.7,,6.4,,11.6,,0.0,,,M,,M,0.0,,,,,M,,M
1184,2017-03-30,2,2017,3,30,,3.8,,0.7,,2.3,,15.7,,0.0,,,M,,M,10.6,,,,,M,,M
1185,2017-03-31,9,2017,3,31,,4.1,,1.8,,3.0,,15.0,,0.0,,,M,,M,10.1,,,,,M,,M
1186,2017-04-01,0,2017,4,1,,11.3,,2.2,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M
1187,2017-04-02,2,2017,4,2,,16.7,,3.8,,10.3,,7.7,,0.0,,,M,,M,0.0,,,,,M,,M
1188,2017-04-03,1,2017,4,3,,10.8,,5.3,,8.1,,9.9,,0.0,,,M,,M,6.3,,,,,M,,M
1189,2017-04-04,31,2017,4,4,,10.4,,5.0,,7.7,,10.3,,0.0,,,M,,M,11.3,,,,,M,,M
1190,2017-04-05,13,2017,4,5,,9.2,,5.0,,7.1,,10.9,,0.0,,,M,,M,0.2,,,,,M,,M
1191,2017-04-06,42,2017,4,6,,7.5,,1.4,,4.5,,13.5,,0.0,,,M,,M,26.9,,,,,M,,M
1192,2017-04-07,10,2017,4,7,,5.2,,0.1,,2.7,,15.3,,0.0,,,M,,M,1.2,,,,,M,,M
1193,2017-04-08,1,2017,4,8,,12.2,,0.8,,6.5,,11.5,,0.0,,,M,,M,0.2,,,,,M,,M
1194,2017-04-09,2,2017,4,9,,18.0,,4.8,,11.4,,6.6,,0.0,,,M,,M,0.0,,,,,M,,M
1195,2017-04-10,1,2017,4,10,,22.0,,11.8,,16.9,,1.1,,0.0,,,M,,M,1.4,,,,,M,,M
1196,2017-04-11,31,2017,4,11,,,M,11.3,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1197,2017-04-12,5,2017,4,12,,9.5,,3.4,,6.5,,11.5,,0.0,,,M,,M,0.0,,,,,M,,M
1198,2017-04-13,2,2017,4,13,,12.1,,2.4,,7.3,,10.7,,0.0,,,M,,M,0.0,,,,,M,,M
1199,2017-04-14,2,2017,4,14,,14.9,,6.3,,10.6,,7.4,,0.0,,,M,,M,0.0,,,,,M,,M
1200,2017-04-15,6,2017,4,15,,16.4,,5.5,,11.0,,7.0,,0.0,,,M,,M,3.7,,,,,M,,M
1201,2017-04-16,1,2017,4,16,,22.3,,10.9,,16.6,,1.4,,0.0,,,M,,M,0.0,,,,,M,,M
1202,2017-04-17,3,2017,4,17,,13.5,,2.5,,8.0,,10.0,,0.0,,,M,,M,0.0,,,,,M,,M
1203,2017-04-18,0,2017,4,18,,8.3,,1.8,,5.1,,12.9,,0.0,,,M,,M,0.0,,,,,M,,M
1204,2017-04-19,4,2017,4,19,,19.8,,5.4,,12.6,,5.4,,0.0,,,M,,M,1.2,,,,,M,,M
1205,2017-04-20,35,2017,4,20,,10.0,,4.6,,7.3,,10.7,,0.0,,,M,,M,23.3,,,,,M,,M
1206,2017-04-21,9,2017,4,21,,14.0,,6.0,,10.0,,8.0,,0.0,,,M,,M,0.0,,,,,M,,M
1207,2017-04-22,2,2017,4,22,,13.8,,5.2,,9.5,,8.5,,0.0,,,M,,M,0.0,,,,,M,,M
1208,2017-04-23,1,2017,4,23,,18.4,,4.8,,11.6,,6.4,,0.0,,,M,,M,0.0,,,,,M,,M
1209,2017-04-24,4,2017,4,24,,11.0,,6.9,,9.0,,9.0,,0.0,,,M,,M,0.0,,,,,M,,M
1210,2017-04-25,8,2017,4,25,,10.9,,5.1,,8.0,,10.0,,0.0,,,M,,M,4.2,,,,,M,,M
1211,2017-04-26,3,2017,4,26,,15.2,,9.4,,12.3,,5.7,,0.0,,,M,,M,0.0,,,,,M,,M
1212,2017-04-27,8,2017,4,27,,25.4,,10.4,,17.9,,0.1,,0.0,,,M,,M,8.8,,,,,M,,M
1213,2017-04-28,2,2017,4,28,,17.7,,10.4,,14.1,,3.9,,0.0,,,M,,M,0.0,,,,,M,,M
1214,2017-04-29,3,2017,4,29,,15.3,,7.3,,11.3,,6.7,,0.0,,,M,,M,0.0,,,,,M,,M
1215,2017-04-30,1,2017,4,30,,8.6,,3.6,,6.1,,11.9,,0.0,,,M,,M,18.0,,,,,M,,M
1216,2017-05-01,79,2017,5,1,,14.1,,5.0,,9.6,,8.4,,0.0,,,M,,M,23.3,,,,,M,,M
1217,2017-05-02,12,2017,5,2,,10.8,,7.0,,8.9,,9.1,,0.0,,,M,,M,0.7,,,,,M,,M
1218,2017-05-03,14,2017,5,3,,15.7,,5.0,,10.4,,7.6,,0.0,,,M,,M,0.0,,,,,M,,M
1219,2017-05-04,61,2017,5,4,,10.4,,6.1,,8.3,,9.7,,0.0,,,M,,M,21.9,,,,,M,,M
1220,2017-05-05,86,2017,5,5,,9.9,,6.7,,8.3,,9.7,,0.0,,,M,,M,29.9,,,,,M,,M
1221,2017-05-06,14,2017,5,6,,9.0,,5.6,,7.3,,10.7,,0.0,,,M,,M,0.7,,,,,M,,M
1222,2017-05-07,1,2017,5,7,,12.1,,4.1,,8.1,,9.9,,0.0,,,M,,M,0.0,,,,,M,,M
1223,2017-05-08,11,2017,5,8,,12.8,,3.0,,7.9,,10.1,,0.0,,,M,,M,0.0,,,,,M,,M
1224,2017-05-09,5,2017,5,9,,11.1,,5.3,,8.2,,9.8,,0.0,,,M,,M,0.0,,,,,M,,M
1225,2017-05-10,4,2017,5,10,,10.5,,5.0,,7.8,,10.2,,0.0,,,M,,M,0.0,,,,,M,,M
1226,2017-05-11,3,2017,5,11,,13.7,,7.3,,10.5,,7.5,,0.0,,,M,,M,0.0,,,,,M,,M
1227,2017-05-12,2,2017,5,12,,13.7,,7.6,,10.7,,7.3,,0.0,,,M,,M,0.0,,,,,M,,M
1228,2017-05-13,9,2017,5,13,,16.8,,9.4,,13.1,,4.9,,0.0,,,M,,M,0.6,,,,,M,,M
1229,2017-05-14,1,2017,5,14,,18.4,,7.4,,12.9,,5.1,,0.0,,,M,,M,0.0,,,,,M,,M
1230,2017-05-15,7,2017,5,15,,19.6,,8.1,,13.9,,4.1,,0.0,,,M,,M,0.0,,,,,M,,M
1231,2017-05-16,7,2017,5,16,,16.3,,10.5,,13.4,,4.6,,0.0,,,M,,M,0.0,,,,,M,,M
1232,2017-05-17,9,2017,5,17,,29.9,,10.6,,20.3,,0.0,,2.3,,,M,,M,0.0,,,,,M,,M
1233,2017-05-18,7,2017,5,18,,,M,18.4,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1234,2017-05-19,0,2017,5,19,,18.9,,9.3,,14.1,,3.9,,0.0,,,M,,M,0.0,,,,,M,,M
1235,2017-05-20,0,2017,5,20,,15.3,,8.2,,11.8,,6.2,,0.0,,,M,,M,0.0,,,,,M,,M
1236,2017-05-21,16,2017,5,21,,13.7,,9.6,,11.7,,6.3,,0.0,,,M,,M,13.7,,,,,M,,M
1237,2017-05-22,0,2017,5,22,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
1238,2017-05-23,3,2017,5,23,,21.8,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
1239,2017-05-24,3,2017,5,24,,21.6,,14.0,,17.8,,0.2,,0.0,,,M,,M,0.0,,,,,M,,M
1240,2017-05-25,89,2017,5,25,,14.8,,10.2,,12.5,,5.5,,0.0,,,M,,M,52.9,,,,,M,,M
1241,2017-05-26,8,2017,5,26,,19.3,,11.5,,15.4,,2.6,,0.0,,,M,,M,3.3,,,,,M,,M
1242,2017-05-27,3,2017,5,27,,19.3,,13.1,,16.2,,1.8,,0.0,,,M,,M,0.0,,,,,M,,M
1243,2017-05-28,4,2017,5,28,,19.6,,12.5,,16.1,,1.9,,0.0,,,M,,M,0.0,,,,,M,,M
1244,2017-05-29,10,2017,5,29,,,M,14.7,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1245,2017-05-30,9,2017,5,30,,22.7,,12.8,,17.8,,0.2,,0.0,,,M,,M,9.6,,,,,M,,M
1246,2017-05-31,14,2017,5,31,,23.0,,11.2,,17.1,,0.9,,0.0,,,M,,M,0.7,,,,,M,,M
1247,2017-06-01,2,2017,6,1,,18.8,,10.8,,14.8,,3.2,,0.0,,,M,,M,0.0,,,,,M,,M
1248,2017-06-02,2,2017,6,2,,20.8,,9.6,,15.2,,2.8,,0.0,,,M,,M,0.0,,,,,M,,M
1249,2017-06-03,2,2017,6,3,,22.1,,11.9,,17.0,,1.0,,0.0,,,M,,M,0.0,,,,,M,,M
1250,2017-06-04,4,2017,6,4,,17.5,,11.5,,14.5,,3.5,,0.0,,,M,,M,6.0,,,,,M,,M
1251,2017-06-05,2,2017,6,5,,17.3,,12.9,,15.1,,2.9,,0.0,,,M,,M,0.0,,,,,M,,M
1252,2017-06-06,1,2017,6,6,,17.4,,11.6,,14.5,,3.5,,0.0,,,M,,M,4.1,,,,,M,,M
1253,2017-06-07,2,2017,6,7,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
1254,2017-06-08,3,2017,6,8,,23.7,,11.8,,17.8,,0.2,,0.0,,,M,,M,0.0,,,,,M,,M
1255,2017-06-09,4,2017,6,9,,25.5,,14.6,,20.1,,0.0,,2.1,,,M,,M,0.0,,,,,M,,M
1256,2017-06-10,2,2017,6,10,,27.0,,15.9,,21.5,,0.0,,3.5,,,M,,M,0.0,,,,,M,,M
1257,2017-06-11,1,2017,6,11,,29.0,,18.8,,23.9,,0.0,,5.9,,,M,,M,0.0,,,,,M,,M
1258,2017-06-12,4,2017,6,12,,30.4,,19.8,,25.1,,0.0,,7.1,,,M,,M,0.0,,,,,M,,M
1259,2017-06-13,3,2017,6,13,,25.4,,19.0,,22.2,,0.0,,4.2,,,M,,M,0.0,,,,,M,,M
1260,2017-06-14,3,2017,6,14,,22.4,,17.1,,19.8,,0.0,,1.8,,,M,,M,0.0,,,,,M,,M
1261,2017-06-15,2,2017,6,15,,18.8,,15.9,,17.4,,0.6,,0.0,,,M,,M,0.0,,,,,M,,M
1262,2017-06-16,1,2017,6,16,,30.1,,16.6,,23.4,,0.0,,5.4,,,M,,M,3.1,,,,,M,,M
1263,2017-06-17,23,2017,6,17,,27.0,,19.9,,23.5,,0.0,,5.5,,,M,,M,0.5,,,,,M,,M
1264,2017-06-18,4,2017,6,18,,28.2,,20.2,,24.2,,0.0,,6.2,,,M,,M,1.4,,,,,M,,M
1265,2017-06-19,9,2017,6,19,,28.0,,16.4,,22.2,,0.0,,4.2,,,M,,M,1.8,,,,,M,,M
1266,2017-06-20,6,2017,6,20,,24.3,,13.3,,18.8,,0.0,,0.8,,,M,,M,6.4,,,,,M,,M
1267,2017-06-21,15,2017,6,21,,23.6,,12.9,,18.3,,0.0,,0.3,,,M,,M,0.0,,,,,M,,M
1268,2017-06-22,6,2017,6,22,,21.9,,14.2,,18.1,,0.0,,0.1,,,M,,M,6.8,,,,,M,,M
1269,2017-06-23,77,2017,6,23,,25.4,,18.9,,22.2,,0.0,,4.2,,,M,,M,33.1,,,,,M,,M
1270,2017-06-24,0,2017,6,24,,25.1,,16.3,,20.7,,0.0,,2.7,,,M,,M,0.0,,,,,M,,M
1271,2017-06-25,3,2017,6,25,,21.3,,15.6,,18.5,,0.0,,0.5,,,M,,M,2.4,,,,,M,,M
1272,2017-06-26,27,2017,6,26,,21.3,,12.3,,16.8,,1.2,,0.0,,,M,,M,4.3,,,,,M,,M
1273,2017-06-27,5,2017,6,27,,20.6,,12.3,,16.5,,1.5,,0.0,,,M,,M,0.7,,,,,M,,M
1274,2017-06-28,2,2017,6,28,,24.2,,12.4,,18.3,,0.0,,0.3,,,M,,M,0.0,,,,,M,,M
1275,2017-06-29,10,2017,6,29,,25.6,,14.6,,20.1,,0.0,,2.1,,,M,,M,3.2,,,,,M,,M
1276,2017-06-30,10,2017,6,30,,26.4,,18.5,,22.5,,0.0,,4.5,,,M,,M,7.9,,,,,M,,M
1277,2017-07-01,3,2017,7,1,,25.2,,17.1,,21.2,,0.0,,3.2,,,M,,M,3.2,,,,,M,,M
1278,2017-07-02,3,2017,7,2,,27.9,,15.1,,21.5,,0.0,,3.5,,,M,,M,1.3,,,,,M,,M
1279,2017-07-03,4,2017,7,3,,24.9,,15.6,,20.3,,0.0,,2.3,,,M,,M,0.0,,,,,M,,M
1280,2017-07-04,1,2017,7,4,,25.8,,15.7,,20.8,,0.0,,2.8,,,M,,M,0.0,,,,,M,,M
1281,2017-07-05,6,2017,7,5,,26.2,,16.0,,21.1,,0.0,,3.1,,,M,,M,0.0,,,,,M,,M
1282,2017-07-06,1,2017,7,6,,29.4,,17.0,,23.2,,0.0,,5.2,,,M,,M,0.0,,,,,M,,M
1283,2017-07-07,14,2017,7,7,,27.4,,19.6,,23.5,,0.0,,5.5,,,M,,M,5.9,,,,,M,,M
1284,2017-07-08,5,2017,7,8,,24.3,,17.2,,20.8,,0.0,,2.8,,,M,,M,0.0,,,,,M,,M
1285,2017-07-09,2,2017,7,9,,26.7,,15.9,,21.3,,0.0,,3.3,,,M,,M,0.0,,,,,M,,M
1286,2017-07-10,4,2017,7,10,,24.9,,18.5,,21.7,,0.0,,3.7,,,M,,M,0.0,,,,,M,,M
1287,2017-07-11,0,2017,7,11,,27.9,,17.7,,22.8,,0.0,,4.8,,,M,,M,0.0,,,,,M,,M
1288,2017-07-12,1,2017,7,12,,26.2,,19.6,,22.9,,0.0,,4.9,,,M,,M,0.0,,,,,M,,M
1289,2017-07-13,4,2017,7,13,,19.7,,15.9,,17.8,,0.2,,0.0,,,M,,M,10.8,,,,,M,,M
1290,2017-07-14,9,2017,7,14,,26.3,,17.2,,21.8,,0.0,,3.8,,,M,,M,0.2,,,,,M,,M
1291,2017-07-15,3,2017,7,15,,27.3,,18.4,,22.9,,0.0,,4.9,,,M,,M,0.0,,,,,M,,M
1292,2017-07-16,2,2017,7,16,,26.1,,17.9,,22.0,,0.0,,4.0,,,M,,M,0.0,,,,,M,,M
1293,2017-07-17,3,2017,7,17,,24.9,,20.0,,22.5,,0.0,,4.5,,,M,,M,0.0,,,,,M,,M
1294,2017-07-18,2,2017,7,18,,26.8,,17.8,,22.3,,0.0,,4.3,,,M,,M,0.0,,,,,M,,M
1295,2017-07-19,3,2017,7,19,,31.1,,19.5,,25.3,,0.0,,7.3,,,M,,M,0.0,,,,,M,,M
1296,2017-07-20,62,2017,7,20,,23.0,,15.4,,19.2,,0.0,,1.2,,,M,,M,27.0,,,,,M,,M
1297,2017-07-21,6,2017,7,21,,29.7,,19.0,,24.4,,0.0,,6.4,,,M,,M,0.0,,,,,M,,M
1298,2017-07-22,2,2017,7,22,,24.4,,19.8,,22.1,,0.0,,4.1,,,M,,M,1.7,,,,,M,,M
1299,2017-07-23,3,2017,7,23,,23.8,,20.3,,22.1,,0.0,,4.1,,,M,,M,0.0,,,,,M,,M
1300,2017-07-24,5,2017,7,24,,22.6,,16.8,,19.7,,0.0,,1.7,,,M,,M,0.0,,,,,M,,M
1301,2017-07-25,3,2017,7,25,,23.1,,16.4,,19.8,,0.0,,1.8,,,M,,M,0.2,,,,,M,,M
1302,2017-07-26,2,2017,7,26,,21.9,,15.4,,18.7,,0.0,,0.7,,,M,,M,1.4,,,,,M,,M
1303,2017-07-27,7,2017,7,27,,26.6,,18.7,,22.7,,0.0,,4.7,,,M,,M,6.1,,,,,M,,M
1304,2017-07-28,0,2017,7,28,,23.4,,16.7,,20.1,,0.0,,2.1,,,M,,M,0.0,,,,,M,,M
1305,2017-07-29,1,2017,7,29,,26.8,,16.5,,21.7,,0.0,,3.7,,,M,,M,0.0,,,,,M,,M
1306,2017-07-30,0,2017,7,30,,30.5,,19.9,,25.2,,0.0,,7.2,,,M,,M,0.0,,,,,M,,M
1307,2017-07-31,5,2017,7,31,,28.8,,18.4,,23.6,,0.0,,5.6,,,M,,M,0.0,,,,,M,,M
1308,2017-08-01,5,2017,8,1,,28.9,,19.7,,24.3,,0.0,,6.3,,,M,,M,0.4,,,,,M,,M
1309,2017-08-02,4,2017,8,2,,29.6,,19.4,,24.5,,0.0,,6.5,,,M,,M,1.5,,,,,M,,M
1310,2017-08-03,1,2017,8,3,,28.1,,19.5,,23.8,,0.0,,5.8,,,M,,M,0.0,,,,,M,,M
1311,2017-08-04,16,2017,8,4,,26.4,,17.2,,21.8,,0.0,,3.8,,,M,,M,8.5,,,,,M,,M
1312,2017-08-05,1,2017,8,5,,21.9,,14.9,,18.4,,0.0,,0.4,,,M,,M,0.6,,,,,M,,M
1313,2017-08-06,0,2017,8,6,,24.3,,13.0,,18.7,,0.0,,0.7,,,M,,M,0.0,,,,,M,,M
1314,2017-08-07,4,2017,8,7,,21.3,,15.4,,18.4,,0.0,,0.4,,,M,,M,0.0,,,,,M,,M
1315,2017-08-08,4,2017,8,8,,25.0,,14.7,,19.9,,0.0,,1.9,,,M,,M,0.2,,,,,M,,M
1316,2017-08-09,3,2017,8,9,,27.9,,17.1,,22.5,,0.0,,4.5,,,M,,M,0.0,,,,,M,,M
1317,2017-08-10,1,2017,8,10,,27.0,,17.3,,22.2,,0.0,,4.2,,,M,,M,0.0,,,,,M,,M
1318,2017-08-11,4,2017,8,11,,24.5,,17.4,,21.0,,0.0,,3.0,,,M,,M,,M,,,,M,,M
1319,2017-08-12,14,2017,8,12,,26.4,,16.7,,21.6,,0.0,,3.6,,,M,,M,,M,,,,M,,M
1320,2017-08-13,1,2017,8,13,,26.2,,15.3,,20.8,,0.0,,2.8,,,M,,M,,M,,,,M,,M
1321,2017-08-14,5,2017,8,14,,26.2,,17.6,,21.9,,0.0,,3.9,,,M,,M,,M,,,,M,,M
1322,2017-08-15,5,2017,8,15,,25.8,,16.7,,21.3,,0.0,,3.3,,,M,,M,,M,,,,M,,M
1323,2017-08-16,4,2017,8,16,,23.2,,17.8,,20.5,,0.0,,2.5,,,M,,M,0.0,,,,,M,,M
1324,2017-08-17,6,2017,8,17,,23.4,,17.8,,20.6,,0.0,,2.6,,,M,,M,8.2,,,,,M,,M
1325,2017-08-18,3,2017,8,18,,27.9,,20.7,,24.3,,0.0,,6.3,,,M,,M,0.0,,,,,M,,M
1326,2017-08-19,2,2017,8,19,,24.9,,17.1,,21.0,,0.0,,3.0,,,M,,M,0.0,,,,,M,,M
1327,2017-08-20,0,2017,8,20,,28.1,,16.2,,22.2,,0.0,,4.2,,,M,,M,0.0,,,,,M,,M
1328,2017-08-21,5,2017,8,21,,28.7,,18.7,,23.7,,0.0,,5.7,,,M,,M,0.0,,,,,M,,M
1329,2017-08-22,6,2017,8,22,,26.4,,16.5,,21.5,,0.0,,3.5,,,M,,M,0.4,,,,,M,,M
1330,2017-08-23,2,2017,8,23,,24.1,,14.4,,19.3,,0.0,,1.3,,,M,,M,0.0,,,,,M,,M
1331,2017-08-24,0,2017,8,24,,21.0,,13.0,,17.0,,1.0,,0.0,,,M,,M,0.0,,,,,M,,M
1332,2017-08-25,5,2017,8,25,,21.5,,12.2,,16.9,,1.1,,0.0,,,M,,M,0.0,,,,,M,,M
1333,2017-08-26,0,2017,8,26,,22.0,,11.7,,16.9,,1.1,,0.0,,,M,,M,0.0,,,,,M,,M
1334,2017-08-27,0,2017,8,27,,21.5,,13.4,,17.5,,0.5,,0.0,,,M,,M,0.0,,,,,M,,M
1335,2017-08-28,5,2017,8,28,,23.1,,17.2,,20.2,,0.0,,2.2,,,M,,M,0.0,,,,,M,,M
1336,2017-08-29,6,2017,8,29,,21.7,,16.9,,19.3,,0.0,,1.3,,,M,,M,0.0,,,,,M,,M
1337,2017-08-30,2,2017,8,30,,23.4,,15.1,,19.3,,0.0,,1.3,,,M,,M,0.0,,,,,M,,M
1338,2017-08-31,0,2017,8,31,,20.1,,11.4,,15.8,,2.2,,0.0,,,M,,M,0.6,,,,,M,,M
1339,2017-09-01,0,2017,9,1,,18.1,,9.4,,13.8,,4.2,,0.0,,,M,,M,0.0,,,,,M,,M
1340,2017-09-02,1,2017,9,2,,19.3,,10.3,,14.8,,3.2,,0.0,,,M,,M,0.0,,,,,M,,M
1341,2017-09-03,1,2017,9,3,,21.8,,14.8,,18.3,,0.0,,0.3,,,M,,M,7.7,,,,,M,,M
1342,2017-09-04,5,2017,9,4,,25.7,,14.8,,20.3,,0.0,,2.3,,,M,,M,4.4,,,,,M,,M
1343,2017-09-05,8,2017,9,5,,20.9,,13.8,,17.4,,0.6,,0.0,,,M,,M,7.2,,,,,M,,M
1344,2017-09-06,8,2017,9,6,,21.0,,12.4,,16.7,,1.3,,0.0,,,M,,M,0.0,,,,,M,,M
1345,2017-09-07,4,2017,9,7,,19.0,,11.5,,15.3,,2.7,,0.0,,,M,,M,5.2,,,,,M,,M
1346,2017-09-08,3,2017,9,8,,18.8,,11.1,,15.0,,3.0,,0.0,,,M,,M,0.0,,,,,M,,M
1347,2017-09-09,1,2017,9,9,,18.5,,8.8,,13.7,,4.3,,0.0,,,M,,M,0.0,,,,,M,,M
1348,2017-09-10,1,2017,9,10,,19.1,,10.7,,14.9,,3.1,,0.0,,,M,,M,0.0,,,,,M,,M
1349,2017-09-11,4,2017,9,11,,22.1,,10.0,,16.1,,1.9,,0.0,,,M,,M,0.0,,,,,M,,M
1350,2017-09-12,2,2017,9,12,,23.1,,12.4,,17.8,,0.2,,0.0,,,M,,M,0.0,,,,,M,,M
1351,2017-09-13,3,2017,9,13,,24.5,,13.8,,19.2,,0.0,,1.2,,,M,,M,0.0,,,,,M,,M
1352,2017-09-14,0,2017,9,14,,26.3,,16.5,,21.4,,0.0,,3.4,,,M,,M,0.0,,,,,M,,M
1353,2017-09-15,1,2017,9,15,,25.3,,17.8,,21.6,,0.0,,3.6,,,M,,M,0.0,,,,,M,,M
1354,2017-09-16,0,2017,9,16,,26.2,,17.0,,21.6,,0.0,,3.6,,,M,,M,0.0,,,,,M,,M
1355,2017-09-17,1,2017,9,17,,26.7,,17.2,,22.0,,0.0,,4.0,,,M,,M,0.0,,,,,M,,M
1356,2017-09-18,1,2017,9,18,,26.6,,18.2,,22.4,,0.0,,4.4,,,M,,M,0.0,,,,,M,,M
1357,2017-09-19,0,2017,9,19,,26.0,,20.1,,23.1,,0.0,,5.1,,,M,,M,0.0,,,,,M,,M
1358,2017-09-20,0,2017,9,20,,24.6,,19.1,,21.9,,0.0,,3.9,,,M,,M,0.0,,,,,M,,M
1359,2017-09-21,0,2017,9,21,,26.8,,17.8,,22.3,,0.0,,4.3,,,M,,M,0.0,,,,,M,,M
1360,2017-09-22,2,2017,9,22,,26.1,,18.4,,22.3,,0.0,,4.3,,,M,,M,0.0,,,,,M,,M
1361,2017-09-23,0,2017,9,23,,30.6,,18.2,,24.4,,0.0,,6.4,,,M,,M,0.0,,,,,M,,M
1362,2017-09-24,0,2017,9,24,,31.7,,21.2,,26.5,,0.0,,8.5,,,M,,M,0.0,,,,,M,,M
1363,2017-09-25,1,2017,9,25,,31.5,,20.8,,26.2,,0.0,,8.2,,,M,,M,0.0,,,,,M,,M
1364,2017-09-26,1,2017,9,26,,31.1,,21.5,,26.3,,0.0,,8.3,,,M,,M,0.0,,,,,M,,M
1365,2017-09-27,1,2017,9,27,,29.6,,14.8,,22.2,,0.0,,4.2,,,M,,M,0.0,,,,,M,,M
1366,2017-09-28,2,2017,9,28,,19.0,,10.5,,14.8,,3.2,,0.0,,,M,,M,0.0,,,,,M,,M
1367,2017-09-29,21,2017,9,29,,18.1,,9.5,,13.8,,4.2,,0.0,,,M,,M,2.4,,,,,M,,M
1368,2017-09-30,1,2017,9,30,,15.4,,7.0,,11.2,,6.8,,0.0,,,M,,M,0.0,,,,,M,,M
1369,2017-10-01,0,2017,10,1,,17.0,,6.1,,11.6,,6.4,,0.0,,,M,,M,0.0,,,,,M,,M
1370,2017-10-02,1,2017,10,2,,18.6,,9.4,,14.0,,4.0,,0.0,,,M,,M,0.0,,,,,M,,M
1371,2017-10-03,0,2017,10,3,,23.6,,11.4,,17.5,,0.5,,0.0,,,M,,M,0.0,,,,,M,,M
1372,2017-10-04,6,2017,10,4,,24.6,,13.3,,19.0,,0.0,,1.0,,,M,,M,2.6,,,,,M,,M
1373,2017-10-05,3,2017,10,5,,22.4,,10.8,,16.6,,1.4,,0.0,,,M,,M,0.0,,,,,M,,M
1374,2017-10-06,2,2017,10,6,,19.7,,14.3,,17.0,,1.0,,0.0,,,M,,M,0.5,,,,,M,,M
1375,2017-10-07,2,2017,10,7,,24.7,,17.4,,21.1,,0.0,,3.1,,,M,,M,5.0,,,,,M,,M
1376,2017-10-08,0,2017,10,8,,24.5,,17.4,,21.0,,0.0,,3.0,,,M,,M,0.0,,,,,M,,M
1377,2017-10-09,5,2017,10,9,,21.7,,14.6,,18.2,,0.0,,0.2,,,M,,M,12.5,,,,,M,,M
1378,2017-10-10,3,2017,10,10,,23.7,,12.7,,18.2,,0.0,,0.2,,,M,,M,0.0,,,,,M,,M
1379,2017-10-11,1,2017,10,11,,14.2,,8.0,,11.1,,6.9,,0.0,,,M,,M,0.9,,,,,M,,M
1380,2017-10-12,1,2017,10,12,,15.4,,9.1,,12.3,,5.7,,0.0,,,M,,M,0.0,,,,,M,,M
1381,2017-10-13,3,2017,10,13,,18.8,,14.7,,16.8,,1.2,,0.0,,,M,,M,0.0,,,,,M,,M
1382,2017-10-14,1,2017,10,14,,18.9,,14.2,,16.6,,1.4,,0.0,,,M,,M,7.4,,,,,M,,M
1383,2017-10-15,3,2017,10,15,,23.7,,8.2,,16.0,,2.0,,0.0,,,M,,M,4.7,,,,,M,,M
1384,2017-10-16,6,2017,10,16,,9.9,,4.9,,7.4,,10.6,,0.0,,,M,,M,0.0,,,,,M,,M
