,date,counts,year,month,day,data_quality,max_temp_°c,max_temp_flag,min_temp_°c,min_temp_flag,mean_temp_°c,mean_temp_flag,heat_deg_days_°c,heat_deg_days_flag,cool_deg_days_°c,cool_deg_days_flag,total_rain_mm,total_rain_flag,total_snow_cm,total_snow_flag,total_precip,total_precip_flag,snow_on_grnd_cm,snow_on_grnd_flag,dir_of_max_gust_10s_deg,dir_of_max_gust_flag,spd_of_max_gust_km/h,spd_of_max_gust_flag
960,2016-08-18,6,2016,8,18,,27.7,,20.2,,24.0,,0.0,,6.0,,,M,,M,0.0,,,,,M,,M
961,2016-08-19,2,2016,8,19,,29.8,,20.3,,25.1,,0.0,,7.1,,,M,,M,0.0,,,,,M,,M
962,2016-08-20,1,2016,8,20,,31.2,,20.9,,26.1,,0.0,,8.1,,,M,,M,2.4,,,,,M,,M
963,2016-08-21,1,2016,8,21,,27.2,,17.3,,22.3,,0.0,,4.3,,,M,,M,2.0,,,,,M,,M
964,2016-08-22,1,2016,8,22,,24.5,,14.1,,19.3,,0.0,,1.3,,,M,,M,0.0,,,,,M,,M
965,2016-08-23,3,2016,8,23,,27.7,,15.8,,21.8,,0.0,,3.8,,,M,,M,0.0,,,,,M,,M
966,2016-08-24,8,2016,8,24,,29.1,,17.6,,23.4,,0.0,,5.4,,,M,,M,0.0,,,,,M,,M
967,2016-08-25,13,2016,8,25,,31.2,,21.2,,26.2,,0.0,,8.2,,,M,,M,12.4,,,,,M,,M
968,2016-08-26,5,2016,8,26,,29.9,,19.7,,24.8,,0.0,,6.8,,,M,,M,0.0,,,,,M,,M
969,2016-08-27,0,2016,8,27,,26.6,,18.1,,22.4,,0.0,,4.4,,,M,,M,0.0,,,,,M,,M
970,2016-08-28,2,2016,8,28,,30.7,,20.7,,25.7,,0.0,,7.7,,,M,,M,0.0,,,,,M,,M
971,2016-08-29,6,2016,8,29,,26.5,,17.9,,22.2,,0.0,,4.2,,,M,,M,0.0,,,,,M,,M
972,2016-08-30,2,2016,8,30,,28.8,,18.0,,23.4,,0.0,,5.4,,,M,,M,0.0,,,,,M,,M
973,2016-08-31,7,2016,8,31,,28.4,,18.1,,23.3,,0.0,,5.3,,,M,,M,0.3,,,,,M,,M
974,2016-09-01,1,2016,9,1,,24.0,,16.0,,20.0,,0.0,,2.0,,,M,,M,0.0,,,,,M,,M
975,2016-09-02,1,2016,9,2,,23.7,,14.3,,19.0,,0.0,,1.0,,,M,,M,0.0,,,,,M,,M
976,2016-09-03,0,2016,9,3,,23.3,,15.1,,19.2,,0.0,,1.2,,,M,,M,0.0,,,,,M,,M
977,2016-09-04,1,2016,9,4,,23.8,,14.3,,19.1,,0.0,,1.1,,,M,,M,0.0,,,,,M,,M
978,2016-09-05,2,2016,9,5,,29.1,,16.1,,22.6,,0.0,,4.6,,,M,,M,0.0,,,,,M,,M
979,2016-09-06,2,2016,9,6,,30.7,,19.5,,25.1,,0.0,,7.1,,,M,,M,0.0,,,,,M,,M
980,2016-09-07,23,2016,9,7,,34.1,,21.1,,27.6,,0.0,,9.6,,,M,,M,29.3,,,,,M,,M
981,2016-09-08,16,2016,9,8,,30.3,,22.4,,26.4,,0.0,,8.4,,,M,,M,4.3,,,,,M,,M
982,2016-09-09,5,2016,9,9,,28.1,,20.4,,24.3,,0.0,,6.3,,,M,,M,0.0,,,,,M,,M
983,2016-09-10,3,2016,9,10,,28.8,,19.1,,24.0,,0.0,,6.0,,,M,,M,4.6,,,,,M,,M
984,2016-09-11,1,2016,9,11,,23.3,,14.3,,18.8,,0.0,,0.8,,,M,,M,0.0,,,,,M,,M
985,2016-09-12,2,2016,9,12,,23.8,,13.1,,18.5,,0.0,,0.5,,,M,,M,0.0,,,,,M,,M
986,2016-09-13,3,2016,9,13,,27.4,,15.4,,21.4,,0.0,,3.4,,,M,,M,0.0,,,,,M,,M
987,2016-09-14,1,2016,9,14,,23.1,,14.6,,18.9,,0.0,,0.9,,,M,,M,0.0,,,,,M,,M
988,2016-09-15,2,2016,9,15,,19.8,,11.8,,15.8,,2.2,,0.0,,,M,,M,0.0,,,,,M,,M
989,2016-09-16,1,2016,9,16,,22.7,,13.4,,18.1,,0.0,,0.1,,,M,,M,0.0,,,,,M,,M
990,2016-09-17,3,2016,9,17,,22.5,,19.3,,20.9,,0.0,,2.9,,,M,,M,10.9,,,,,M,,M
991,2016-09-18,0,2016,9,18,,25.3,,17.8,,21.6,,0.0,,3.6,,,M,,M,0.0,,,,,M,,M
992,2016-09-19,1,2016,9,19,,25.7,,16.5,,21.1,,0.0,,3.1,,,M,,M,0.0,,,,,M,,M
993,2016-09-20,3,2016,9,20,,28.0,,16.9,,22.5,,0.0,,4.5,,,M,,M,0.0,,,,,M,,M
994,2016-09-21,1,2016,9,21,,26.6,,14.7,,20.7,,0.0,,2.7,,,M,,M,0.0,,,,,M,,M
995,2016-09-22,0,2016,9,22,,,M,16.9,E,,M,,M,,M,,M,,M,,M,,,,M,,M
996,2016-09-23,1,2016,9,23,,23.2,,12.3,,17.8,,0.2,,0.0,,,M,,M,0.2,,,,,M,,M
997,2016-09-24,1,2016,9,24,,18.7,,9.7,,14.2,,3.8,,0.0,,,M,,M,0.0,,,,,M,,M
998,2016-09-25,0,2016,9,25,,17.0,,10.0,,13.5,,4.5,,0.0,,,M,,M,0.0,,,,,M,,M
999,2016-09-26,11,2016,9,26,,18.2,,13.6,,15.9,,2.1,,0.0,,,M,,M,10.1,,,,,M,,M
1000,2016-09-27,1,2016,9,27,,21.2,,10.7,,16.0,,2.0,,0.0,,,M,,M,0.0,,,,,M,,M
1001,2016-09-28,6,2016,9,28,,22.4,,14.6,,18.5,,0.0,,0.5,,,M,,M,0.0,,,,,M,,M
1002,2016-09-29,3,2016,9,29,,18.2,,14.2,,16.2,,1.8,,0.0,,,M,,M,4.1,,,,,M,,M
1003,2016-09-30,3,2016,9,30,,19.1,,13.9,,16.5,,1.5,,0.0,,,M,,M,0.0,,,,,M,,M
1004,2016-10-01,0,2016,10,1,,16.5,,13.4,,15.0,,3.0,,0.0,,,M,,M,0.2,,,,,M,,M
1005,2016-10-02,1,2016,10,2,,19.8,,14.9,,17.4,,0.6,,0.0,,,M,,M,2.8,,,,,M,,M
1006,2016-10-03,6,2016,10,3,,18.3,,13.8,,16.1,,1.9,,0.0,,,M,,M,0.0,,,,,M,,M
1007,2016-10-04,2,2016,10,4,,19.6,,16.0,,17.8,,0.2,,0.0,,,M,,M,0.0,,,,,M,,M
1008,2016-10-05,3,2016,10,5,,20.2,,14.8,,17.5,,0.5,,0.0,,,M,,M,0.0,,,,,M,,M
1009,2016-10-06,5,2016,10,6,,22.8,,16.7,,19.8,,0.0,,1.8,,,M,,M,0.0,,,,,M,,M
1010,2016-10-07,0,2016,10,7,,22.4,,15.5,,19.0,,0.0,,1.0,,,M,,M,0.0,,,,,M,,M
1011,2016-10-08,3,2016,10,8,,19.6,,9.0,,14.3,,3.7,,0.0,,,M,,M,2.7,,,,,M,,M
1012,2016-10-09,1,2016,10,9,,13.4,,6.3,,9.9,,8.1,,0.0,,,M,,M,0.0,,,,,M,,M
1013,2016-10-10,1,2016,10,10,,12.6,,3.9,,8.3,,9.7,,0.0,,,M,,M,0.0,,,,,M,,M
1014,2016-10-11,0,2016,10,11,,17.5,,5.9,,11.7,,6.3,,0.0,,,M,,M,0.0,,,,,M,,M
1015,2016-10-12,1,2016,10,12,,21.8,,12.3,,17.1,,0.9,,0.0,,,M,,M,0.0,,,,,M,,M
1016,2016-10-13,3,2016,10,13,,19.8,,6.3,,13.1,,4.9,,0.0,,,M,,M,0.0,,,,,M,,M
1017,2016-10-14,2,2016,10,14,,14.7,,5.8,,10.3,,7.7,,0.0,,,M,,M,0.0,,,,,M,,M
1018,2016-10-15,0,2016,10,15,,18.8,,10.3,,14.6,,3.4,,0.0,,,M,,M,0.0,,,,,M,,M
1019,2016-10-16,1,2016,10,16,,21.5,,17.5,,19.5,,0.0,,1.5,,,M,,M,1.4,,,,,M,,M
1020,2016-10-17,1,2016,10,17,,20.1,,15.6,,17.9,,0.1,,0.0,,,M,,M,0.9,,,,,M,,M
1021,2016-10-18,0,2016,10,18,,24.9,,13.2,,19.1,,0.0,,1.1,,,M,,M,0.0,,,,,M,,M
1022,2016-10-19,1,2016,10,19,,19.7,,11.4,,15.6,,2.4,,0.0,,,M,,M,0.0,,,,,M,,M
1023,2016-10-20,6,2016,10,20,,16.3,,11.3,,13.8,,4.2,,0.0,,,M,,M,6.0,,,,,M,,M
1024,2016-10-21,6,2016,10,21,,11.7,,6.0,,8.9,,9.1,,0.0,,,M,,M,5.2,,,,,M,,M
1025,2016-10-22,0,2016,10,22,,8.8,,4.2,,6.5,,11.5,,0.0,,,M,,M,0.0,,,,,M,,M
1026,2016-10-23,2,2016,10,23,,13.9,,4.7,,9.3,,8.7,,0.0,,,M,,M,0.0,,,,,M,,M
1027,2016-10-24,1,2016,10,24,,10.6,,5.9,,8.3,,9.7,,0.0,,,M,,M,0.0,,,,,M,,M
1028,2016-10-25,1,2016,10,25,,8.5,,4.0,,6.3,,11.7,,0.0,,,M,,M,0.0,,,,,M,,M
1029,2016-10-26,4,2016,10,26,,6.2,,0.9,,3.6,,14.4,,0.0,,,M,,M,0.0,,,,,M,,M
1030,2016-10-27,5,2016,10,27,,6.6,,1.0,,3.8,,14.2,,0.0,,,M,,M,9.6,,,,,M,,M
1031,2016-10-28,3,2016,10,28,,10.7,,1.1,,5.9,,12.1,,0.0,,,M,,M,0.0,,,,,M,,M
1032,2016-10-29,0,2016,10,29,,19.8,,10.7,,15.3,,2.7,,0.0,,,M,,M,0.0,,,,,M,,M
1033,2016-10-30,1,2016,10,30,,12.0,,2.8,,7.4,,10.6,,0.0,,,M,,M,0.6,,,,,M,,M
1034,2016-10-31,3,2016,10,31,,9.5,,2.0,,5.8,,12.2,,0.0,,,M,,M,0.0,,,,,M,,M
1035,2016-11-01,2,2016,11,1,,17.9,,7.0,,12.5,,5.5,,0.0,,,M,,M,0.0,,,,,M,,M
1036,2016-11-02,3,2016,11,2,,19.4,,12.5,,16.0,,2.0,,0.0,,,M,,M,4.2,,,,,M,,M
1037,2016-11-03,34,2016,11,3,,14.4,,7.1,,10.8,,7.2,,0.0,,,M,,M,21.0,,,,,M,,M
1038,2016-11-04,5,2016,11,4,,12.1,,4.3,,8.2,,9.8,,0.0,,,M,,M,0.0,,,,,M,,M
1039,2016-11-05,2,2016,11,5,,16.1,,7.3,,11.7,,6.3,,0.0,,,M,,M,0.0,,,,,M,,M
1040,2016-11-06,0,2016,11,6,,12.4,,6.3,,9.4,,8.6,,0.0,,,M,,M,0.0,,,,,M,,M
1041,2016-11-07,2,2016,11,7,,15.6,,5.3,,10.5,,7.5,,0.0,,,M,,M,0.0,,,,,M,,M
1042,2016-11-08,2,2016,11,8,,15.8,,6.5,,11.2,,6.8,,0.0,,,M,,M,0.8,,,,,M,,M
1043,2016-11-09,1,2016,11,9,,,M,7.0,E,,M,,M,,M,,M,,M,,M,,,,M,,M
1044,2016-11-10,1,2016,11,10,,16.5,,1.9,,9.2,,8.8,,0.0,,,M,,M,0.0,,,,,M,,M
1045,2016-11-11,0,2016,11,11,,13.0,,0.6,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M
1046,2016-11-12,1,2016,11,12,,10.1,,-0.7,,4.7,,13.3,,0.0,,,M,,M,0.0,,,,,M,,M
1047,2016-11-13,0,2016,11,13,,12.5,,3.1,,7.8,,10.2,,0.0,,,M,,M,0.0,,,,,M,,M
1048,2016-11-14,4,2016,11,14,,12.8,,5.2,,9.0,,9.0,,0.0,,,M,,M,0.0,,,,,M,,M
1049,2016-11-15,1,2016,11,15,,12.8,,5.0,,8.9,,9.1,,0.0,,,M,,M,0.0,,,,,M,,M
1050,2016-11-16,4,2016,11,16,,13.8,,6.5,,10.2,,7.8,,0.0,,,M,,M,0.0,,,,,M,,M
1051,2016-11-17,2,2016,11,17,,11.5,,4.7,,8.1,,9.9,,0.0,,,M,,M,0.0,,,,,M,,M
1052,2016-11-18,4,2016,11,18,,17.6,,7.3,,12.5,,5.5,,0.0,,,M,,M,0.0,,,,,M,,M
1053,2016-11-19,2,2016,11,19,,15.2,,1.2,,8.2,,9.8,,0.0,,,M,,M,3.3,,,,,M,,M
1054,2016-11-20,1,2016,11,20,,2.7,,-2.6,,0.1,,17.9,,0.0,,,M,,M,2.6,,,,,M,,M
1055,2016-11-21,1,2016,11,21,,1.4,,-2.5,,-0.6,,18.6,,0.0,,,M,,M,0.0,,,,,M,,M
1056,2016-11-22,1,2016,11,22,,2.9,,-2.0,,0.5,,17.5,,0.0,,,M,,M,0.0,,,,,M,,M
1057,2016-11-23,0,2016,11,23,,2.3,,-2.0,,0.2,,17.8,,0.0,,,M,,M,2.1,,,,,M,,M
1058,2016-11-24,1,2016,11,24,,4.4,,2.3,,3.4,,14.6,,0.0,,,M,,M,2.2,,,,,M,,M
1059,2016-11-25,1,2016,11,25,,7.9,,3.7,,5.8,,12.2,,0.0,,,M,,M,1.4,,,,,M,,M
1060,2016-11-26,2,2016,11,26,,7.3,,3.2,,5.3,,12.7,,0.0,,,M,,M,4.7,,,,,M,,M
1061,2016-11-27,1,2016,11,27,,8.3,,3.5,,5.9,,12.1,,0.0,,,M,,M,0.0,,,,,M,,M
1062,2016-11-28,0,2016,11,28,,8.1,,4.8,,6.5,,11.5,,0.0,,,M,,M,0.5,,,,,M,,M
1063,2016-11-29,1,2016,11,29,,13.2,,6.4,,9.8,,8.2,,0.0,,,M,,M,2.3,,,,,M,,M
1064,2016-11-30,1,2016,11,30,,12.5,,8.0,,10.3,,7.7,,0.0,,,M,,M,6.0,,,,,M,,M
1065,2016-12-01,6,2016,12,1,,8.4,,4.8,,6.6,,11.4,,0.0,,,M,,M,0.0,,,,,M,,M
1066,2016-12-02,3,2016,12,2,,6.7,,2.7,,4.7,,13.3,,0.0,,,M,,M,0.0,,,,,M,,M
1067,2016-12-03,2,2016,12,3,,6.7,,1.3,,4.0,,14.0,,0.0,,,M,,M,0.0,,,,,M,,M
1068,2016-12-04,1,2016,12,4,,3.9,,0.7,,2.3,,15.7,,0.0,,,M,,M,2.1,,,,,M,,M
1069,2016-12-05,3,2016,12,5,,6.3,,1.5,,3.9,,14.1,,0.0,,,M,,M,4.6,,,,,M,,M
1070,2016-12-06,4,2016,12,6,,6.0,,1.9,,4.0,,14.0,,0.0,,,M,,M,5.2,,,,,M,,M
1071,2016-12-07,5,2016,12,7,,3.9,,0.3,,2.1,,15.9,,0.0,,,M,,M,0.0,,,,,M,,M
1072,2016-12-08,7,2016,12,8,,1.0,,-2.4,,-0.7,,18.7,,0.0,,,M,,M,0.6,,,,,M,,M
1073,2016-12-09,0,2016,12,9,,-0.2,,-6.5,,-3.4,,21.4,,0.0,,,M,,M,0.0,,,,,M,,M
1074,2016-12-10,1,2016,12,10,,-0.7,,-6.4,,-3.6,,21.6,,0.0,,,M,,M,0.0,,,,,M,,M
1075,2016-12-11,0,2016,12,11,,0.6,,-4.7,,-2.1,,20.1,,0.0,,,M,,M,12.7,,,,,M,,M
1076,2016-12-12,11,2016,12,12,,3.3,,-0.7,,1.3,,16.7,,0.0,,,M,,M,4.6,,11.0,,,M,,M
1077,2016-12-13,7,2016,12,13,,-0.1,,-5.2,,-2.7,,20.7,,0.0,,,M,,M,0.0,,8.0,,,M,,M
1078,2016-12-14,1,2016,12,14,,-4.1,,-9.2,,-6.7,,24.7,,0.0,,,M,,M,0.0,,8.0,,,M,,M
1079,2016-12-15,2,2016,12,15,,-6.7,,-11.7,,-9.2,,27.2,,0.0,,,M,,M,3.6,,7.0,,,M,,M
1080,2016-12-16,5,2016,12,16,,-4.7,,-9.4,,-7.1,,25.1,,0.0,,,M,,M,3.8,,11.0,,,M,,M
1081,2016-12-17,8,2016,12,17,,0.5,,-5.7,,-2.6,,20.6,,0.0,,,M,,M,8.7,,22.0,,,M,,M
1082,2016-12-18,4,2016,12,18,,-0.1,,-10.4,,-5.3,,23.3,,0.0,,,M,,M,1.9,,19.0,,,M,,M
1083,2016-12-19,8,2016,12,19,,-6.3,,-9.1,,-7.7,,25.7,,0.0,,,M,,M,0.0,,18.0,,,M,,M
1084,2016-12-20,2,2016,12,20,,1.2,,-7.3,,-3.1,,21.1,,0.0,,,M,,M,0.0,,17.0,,,M,,M
1085,2016-12-21,1,2016,12,21,,1.3,,-4.6,,-1.7,,19.7,,0.0,,,M,,M,1.4,,17.0,,,M,,M
1086,2016-12-22,9,2016,12,22,,4.1,,0.8,,2.5,,15.5,,0.0,,,M,,M,0.2,,18.0,,,M,,M
1087,2016-12-23,6,2016,12,23,,3.7,,-1.1,,1.3,,16.7,,0.0,,,M,,M,0.0,,16.0,,,M,,M
1088,2016-12-24,14,2016,12,24,,4.7,,1.7,,3.2,,14.8,,0.0,,,M,,M,3.9,,15.0,,,M,,M
1089,2016-12-25,1,2016,12,25,,3.8,,-2.2,,0.8,,17.2,,0.0,,,M,,M,0.0,,11.0,,,M,,M
1090,2016-12-26,12,2016,12,26,,10.1,,-2.0,,4.1,,13.9,,0.0,,,M,,M,13.9,,7.0,,,M,,M
1091,2016-12-27,1,2016,12,27,,8.5,,-2.0,,3.3,,14.7,,0.0,,,M,,M,0.5,,3.0,,,M,,M
1092,2016-12-28,1,2016,12,28,,1.5,,-2.4,,-0.5,,18.5,,0.0,,,M,,M,0.0,,3.0,,,M,,M
1093,2016-12-29,9,2016,12,29,,2.8,,-0.1,,1.4,,16.6,,0.0,,,M,,M,9.0,,4.0,,,M,,M
1094,2016-12-30,1,2016,12,30,,0.9,,-2.3,,-0.7,,18.7,,0.0,,,M,,M,0.7,,5.0,,,M,,M
1095,2016-12-31,0,2016,12,31,,,M,-2.3,E,,M,,M,,M,,M,,M,,M,4.0,,,M,,M
1096,2017-01-01,0,2017,1,1,,3.1,,-0.5,,1.3,,16.7,,0.0,,,M,,M,0.0,,3.0,,,M,,M
1097,2017-01-02,0,2017,1,2,,5.5,,0.7,,3.1,,14.9,,0.0,,,M,,M,0.0,,3.0,,,M,,M
1098,2017-01-03,20,2017,1,3,,4.8,,2.4,,3.6,,14.4,,0.0,,,M,,M,11.3,,1.0,,,M,,M
1099,2017-01-04,4,2017,1,4,,3.8,,-7.6,,-1.9,,19.9,,0.0,,,M,,M,0.6,,,,,M,,M
1100,2017-01-05,1,2017,1,5,,-5.3,,-10.3,,-7.8,,25.8,,0.0,,,M,,M,0.0,,,,,M,,M
1101,2017-01-06,1,2017,1,6,,-5.9,,-11.8,,-8.9,,26.9,,0.0,,,M,,M,0.0,,,,,M,,M
1102,2017-01-07,0,2017,1,7,,-6.4,,-11.8,,-9.1,,27.1,,0.0,,,M,,M,0.0,,,,,M,,M
1103,2017-01-08,2,2017,1,8,,-8.2,,-11.1,,-9.7,,27.7,,0.0,,,M,,M,0.0,,,,,M,,M
1104,2017-01-09,2,2017,1,9,,-1.2,,-8.5,,-4.9,,22.9,,0.0,,,M,,M,0.0,,,,,M,,M
1105,2017-01-10,27,2017,1,10,,7.1,,-1.7,,2.7,,15.3,,0.0,,,M,,M,18.3,,,,,M,,M
1106,2017-01-11,7,2017,1,11,,8.2,,1.9,,5.1,,12.9,,0.0,,,M,,M,4.3,,,,,M,,M
1107,2017-01-12,40,2017,1,12,,9.8,,-1.0,,4.4,,13.6,,0.0,,,M,,M,15.6,,,,,M,,M
1108,2017-01-13,1,2017,1,13,,-0.6,,-7.8,,-4.2,,22.2,,0.0,,,M,,M,0.0,,,,,M,,M
1109,2017-01-14,1,2017,1,14,,-2.1,,-8.5,,-5.3,,23.3,,0.0,,,M,,M,0.0,,,,,M,,M
1110,2017-01-15,1,2017,1,15,,0.5,,-4.4,,-2.0,,20.0,,0.0,,,M,,M,0.0,,,,,M,,M
1111,2017-01-16,2,2017,1,16,,3.7,,-4.0,,-0.2,,18.2,,0.0,,,M,,M,0.0,,,,,M,,M
1112,2017-01-17,63,2017,1,17,,2.6,,1.2,,1.9,,16.1,,0.0,,,M,,M,13.5,,,,,M,,M
1113,2017-01-18,14,2017,1,18,,4.5,,1.8,,3.2,,14.8,,0.0,,,M,,M,0.4,,,,,M,,M
1114,2017-01-19,3,2017,1,19,,4.2,,2.0,,3.1,,14.9,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1115,2017-01-20,1,2017,1,20,,4.2,,1.9,,3.1,,14.9,,0.0,,,M,,M,0.0,,,,,M,,M
1116,2017-01-21,0,2017,1,21,,6.7,,3.5,,5.1,,12.9,,0.0,,,M,,M,0.0,,,,,M,,M
1117,2017-01-22,0,2017,1,22,,5.9,,2.5,,4.2,,13.8,,0.0,,,M,,M,0.0,,,,,M,,M
1118,2017-01-23,2,2017,1,23,,4.4,,1.2,,2.8,,15.2,,0.0,,,M,,M,0.0,,,,,M,,M
1119,2017-01-24,1,2017,1,24,,1.9,,0.3,,1.1,,16.9,,0.0,,,M,,M,0.5,,,,,M,,M
1120,2017-01-25,0,2017,1,25,,5.5,,1.3,,3.4,,14.6,,0.0,,,M,,M,2.6,,,,,M,,M
1121,2017-01-26,4,2017,1,26,,4.8,,1.5,,3.2,,14.8,,0.0,,,M,,M,2.2,,,,,M,,M
1122,2017-01-27,0,2017,1,27,,2.1,,-0.3,,0.9,,17.1,,0.0,,,M,,M,0.3,,,,,M,,M
1123,2017-01-28,0,2017,1,28,,-0.2,,-1.5,,-0.9,,18.9,,0.0,,,M,,M,0.7,,,,,M,,M
1124,2017-01-29,0,2017,1,29,,-1.0,,-5.9,,-3.5,,21.5,,0.0,,,M,,M,0.0,,,,,M,,M
1125,2017-01-30,0,2017,1,30,,-4.0,,-10.1,,-7.1,,25.1,,0.0,,,M,,M,0.0,,,,,M,,M
1126,2017-01-31,1,2017,1,31,,-1.6,,-4.7,,-3.2,,21.2,,0.0,,,M,,M,2.2,,0.0,T,,M,,M
1127,2017-02-01,1,2017,2,1,,3.6,,-3.4,,0.1,,17.9,,0.0,,,M,,M,0.0,,3.0,,,M,,M
1128,2017-02-02,1,2017,2,2,,-1.6,,-5.7,,-3.7,,21.7,,0.0,,,M,,M,0.2,,,,,M,,M
1129,2017-02-03,1,2017,2,3,,-3.3,,-8.0,,-5.7,,23.7,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1130,2017-02-04,2,2017,2,4,,-0.3,,-7.3,,-3.8,,21.8,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1131,2017-02-05,2,2017,2,5,,1.4,,-2.5,,-0.6,,18.6,,0.0,,,M,,M,0.6,,1.0,,,M,,M
1132,2017-02-06,1,2017,2,6,,2.0,,-3.7,,-0.9,,18.9,,0.0,,,M,,M,0.0,,1.0,,,M,,M
1133,2017-02-07,5,2017,2,7,,4.8,,-1.2,,1.8,,16.2,,0.0,,,M,,M,14.9,,,,,M,,M
1134,2017-02-08,4,2017,2,8,,4.4,,-7.1,,-1.4,,19.4,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1135,2017-02-09,1,2017,2,9,,-3.9,,-11.1,,-7.5,,25.5,,0.0,,,M,,M,0.2,,1.0,,,M,,M
1136,2017-02-10,0,2017,2,10,,-0.2,,-6.7,,-3.5,,21.5,,0.0,,,M,,M,5.0,,0.0,T,,M,,M
1137,2017-02-11,0,2017,2,11,,5.0,,-1.6,,1.7,,16.3,,0.0,,,M,,M,0.0,,7.0,,,M,,M
1138,2017-02-12,1,2017,2,12,,2.0,,-3.7,,-0.9,,18.9,,0.0,,,M,,M,14.8,,4.0,,,M,,M
1139,2017-02-13,2,2017,2,13,,-0.7,,-3.6,,-2.2,,20.2,,0.0,,,M,,M,0.0,,17.0,,,M,,M
1140,2017-02-14,3,2017,2,14,,5.6,,-3.6,,1.0,,17.0,,0.0,,,M,,M,0.0,,15.0,,,M,,M
1141,2017-02-15,1,2017,2,15,,3.0,,-5.1,,-1.1,,19.1,,0.0,,,M,,M,0.0,,9.0,,,M,,M
1142,2017-02-16,0,2017,2,16,,-2.4,,-9.2,,-5.8,,23.8,,0.0,,,M,,M,0.0,,8.0,,,M,,M
1143,2017-02-17,1,2017,2,17,,1.5,,-6.3,,-2.4,,20.4,,0.0,,,M,,M,0.0,,8.0,,,M,,M
1144,2017-02-18,2,2017,2,18,,13.8,,-0.2,,6.8,,11.2,,0.0,,,M,,M,0.0,,8.0,,,M,,M
1145,2017-02-19,2,2017,2,19,,13.3,,3.5,,8.4,,9.6,,0.0,,,M,,M,0.0,,2.0,,,M,,M
1146,2017-02-20,0,2017,2,20,,4.4,,0.5,,2.5,,15.5,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1147,2017-02-21,2,2017,2,21,,7.7,,1.7,,4.7,,13.3,,0.0,,,M,,M,2.1,,,,,M,,M
1148,2017-02-22,0,2017,2,22,,9.9,,4.8,,7.4,,10.6,,0.0,,,M,,M,0.0,,,,,M,,M
1149,2017-02-23,1,2017,2,23,,19.1,,5.1,,12.1,,5.9,,0.0,,,M,,M,0.0,,,,,M,,M
1150,2017-02-24,4,2017,2,24,,5.4,,3.0,,4.2,,13.8,,0.0,,,M,,M,2.0,,,,,M,,M
1151,2017-02-25,8,2017,2,25,,8.8,,-1.5,,3.7,,14.3,,0.0,,,M,,M,7.5,,,,,M,,M
1152,2017-02-26,0,2017,2,26,,3.5,,-2.8,,0.4,,17.6,,0.0,,,M,,M,0.0,,,,,M,,M
1153,2017-02-27,1,2017,2,27,,9.9,,2.5,,6.2,,11.8,,0.0,,,M,,M,0.0,,,,,M,,M
1154,2017-02-28,2,2017,2,28,,10.9,,2.9,,6.9,,11.1,,0.0,,,M,,M,1.8,,0.0,T,,M,,M
1155,2017-03-01,21,2017,3,1,,13.1,,-1.9,,5.6,,12.4,,0.0,,,M,,M,18.4,,,,,M,,M
1156,2017-03-02,0,2017,3,2,,-1.3,,-6.4,,-3.9,,21.9,,0.0,,,M,,M,0.2,,0.0,T,,M,,M
1157,2017-03-03,1,2017,3,3,,-4.3,,-8.1,,-6.2,,24.2,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1158,2017-03-04,0,2017,3,4,,-6.5,,-11.9,,-9.2,,27.2,,0.0,,,M,,M,0.2,,0.0,T,,M,,M
1159,2017-03-05,3,2017,3,5,,-0.4,,-10.6,,-5.5,,23.5,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1160,2017-03-06,1,2017,3,6,,4.9,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
1161,2017-03-07,17,2017,3,7,,10.9,,6.4,,8.7,,9.3,,0.0,,,M,,M,9.6,,,,,M,,M
1162,2017-03-08,6,2017,3,8,,11.1,,2.4,,6.8,,11.2,,0.0,,,M,,M,0.0,,,,,M,,M
1163,2017-03-09,3,2017,3,9,,4.4,,-1.1,,1.7,,16.3,,0.0,,,M,,M,0.0,,,,,M,,M
1164,2017-03-10,1,2017,3,10,,-0.3,,-9.4,,-4.9,,22.9,,0.0,,,M,,M,0.0,,,,,M,,M
1165,2017-03-11,1,2017,3,11,,-5.3,,-12.5,,-8.9,,26.9,,0.0,,,M,,M,0.2,,0.0,T,,M,,M
1166,2017-03-12,0,2017,3,12,,-3.8,,-12.5,,-8.2,,26.2,,0.0,,,M,,M,0.0,,0.0,T,,M,,M
1167,2017-03-13,0,2017,3,13,,-5.5,,-10.2,,-7.9,,25.9,,0.0,,,M,,M,1.0,,0.0,T,,M,,M
1168,2017-03-14,1,2017,3,14,,-7.0,,-10.2,,-8.6,,26.6,,0.0,,,M,,M,2.7,,3.0,,,M,,M
1169,2017-03-15,0,2017,3,15,,-2.9,,-9.4,,-6.2,,24.2,,0.0,,,M,,M,0.2,,2.0,,,M,,M
